,sentence,학습용 분류
598,"저희들을 그저 좋은 ""펜·후렌드""로 여겨주신다면…여러분들의 답장은 일본어가아니면 영어로 써주세요",1
599,"세계 자유와 민주주의의 상징인 위대한 귀국은 자유를 선택하는 전세계 인민들을 령도하는 귀감이며 저희들에 대하여 물질면이나 정신면에서 끊임없이 인내력을 가지고 이해하여 주시고 후원하여 주신데 대하여 충심으로 사의를 표하는 바이며 그와 같은 후원은 반드시 유종의 미를 거둘 것입니다. 앞으로 더욱 건승하셔서 각하의 힘찬 지도가 계속되기를 바라마지 않습니다""",1
600,이같이 한참 싸우더니、단정규·위정국 두장수가 갑자기 말머리를 돌이켜 저희들 본진으로 도망하니까、학사문과 선찬은 각각 두사람의 뒤를쫓아간다.,0
601,그는 우리들 동물들에게 일을 시키고 우리에게 겨우 굶지 않을만큼 앙식을 주는 것 이외에 나머지는 모두 저희들 차지로 만들어버립니다.,0
602,저희에게 찾아온 소중한 생명을 잘 지킬게요~,1
603,"저희들은 마마께서 부르신줄 알았사옵니다.""",1
604,"그런데, 일전에 하통군과 접전을 했을 때 우리 장병 한 떼가 어디로 갔는지 행방불명이 됐기 때문에 송공명 형님이 저희 형제 더러 행방을 알아 오라 해서, 그래서 나온 것 입니다.",1
605,"저희가 타고온 말은 나라의 말이니 수문장께서 맡으십시오.""",1
606,"저희들이 산중에 떼를지어 가지고있어 그간 사방의 백성들에게 적지 아니 폐를 끼치던바, 이번에 다행히 천자님께서는 어질고 착하신 마음으로 특히 조칙을 내리시어 저희들의 죄를 사면하시고 조정으로 부르시었으므로 미구에 서울로 올라가게되었는지라, 이 때문에 저희들은 열흘동안 산위에 저자를 세우고자하오니, 원근 주민 여러분께서는 의심하지 마시고 모두들 빠짐없이 광림하시기 바랍니다.",1
607,저희들의 취재나 편집 태도는 불변입니다.,1
608,"세계자유와 민주주의의 상징인 위대한 귀국은 자유를 사랑하는 전세계 인민들을 영도하는 귀감이며 저희들에 대하여 물질, 정신 양면에서 끊임없는 인내력으로 이해, 후원해주신데 대해 충심으로 사의을 드리며 그 같은 후원은 반드시 유종의 미를 거둘 것입니다.""",1
609,"올안통 군의 허락이 내란 뒤에 송강군의 사자라는 사람이 들어오더니"" 저는 송선봉의 사자로 장군님의 의향을 여쭈워 보려 왔읍니다. 이번에 아드님 올안소 장군을 돌려드릴테니, 그 대신 저희들의 두령을 돌려달라 하십니다. ",1
610,"저희들이 미워하는 지혜가 공부를 일등해서 칭찬을 받는가하면, 또 그림도 잘 그려서 학교 대표로 뽑히게 된다니 또 그림도 잘 그려서 학교 대표로 뽑히게 된다니 잔뜩 아니꼬와진 현경이들은 입을 삣쭉거리며 쑥덕거렸다.",0
611,저희들 생각으로는 혁명 후 가장 잘된것이 무엇이냐 제도라든가 법이라든가 하는것이 많이 개정되었읍니다마는 그것이 혁명공약에도 있는 바와같이 부정과위법을 제거한다,1
612,"악착스럽게도 파고들어와, 간 곳마다에서 우리를 짓밟고, 저희 뜻대로 살아가던 그날에, 우리사람이라고는 한사람도 허락하지않고,이같이 구태여 저희 종자만이 따로 모여사는 부락까지 만들었던, 그런 소갈머리의 일인둘이었다.",0
613,"어머니 세대까지는 집에서 반찬을 다 만들어 먹었지만, 저희 세대만 해도 그렇지 않거든요.",1
614,이어 원아들의 경기로들어가 유회、노래자랑、달리기등 저희편에 응원을 보내느라 불우한 원아들은 이날하루를 흥겹게 보냈다,1
615,그런데도 무슨 까닭으로 자기네들은 저희 모국어를 쓰고 우리들에게는 저희들 말이 아니면 영어를 쓰라고 하는 그런 우월감의 표시가 드러나있는 것인지 이해할 길이 없는것입니다,0
616,"대감 마님, 저희댁 대감을 살려내줍시오!""",1
617,그런 면에서 저희들에게 쏟아지는 비난을 두려워하지 않습니다. ,1
618,우선 행랑 저희방에 들어와 숨어 계십시오.,1
619,"황- 저희 경총에서 고용서비스센터、통칭 ""인재은행""을 운영하고 있는데 작년에 구직 신청자는 6천명이었던 반면 기업들의 구인 수요는 2천8백명이었고 그나마 일자리를 찾은 수는 5백명에 불과했읍니다.",1
620,저희들은 농사를 짓는 농군들인데요.,1
621,저희 직장의 여직원회인 튤립회에서 한 번은 전혀 도움을 받지 못하는곳에 가보자고해서 벽제의 희망맹아원을 찾았었읍니다.,1
622,저희들의 반사작용은 전처럼 예민하지않죠,1
623,"어려운 과목이지만 재미있어요. A: 아직 여자친구는 없니? B: 네, 저희 공과대학에는 예쁜 여학생들이 많지않아요.",1
624,정부 입장에서는 역량을 한 곳에 집중시키는 것이 효율적이라고 판단했겠지만 저희 연구소 입장에서는 사실상 센터를 없애라는 요구와 다름없었어요.,1
625,"""저희들은 압록강에서 여기까지 천리 길을 잠시도 쉬지 않고 왔읍니다.",1
626,"저희들은 별로 불만이 없대두유.""",1
627,"10대 때 조금하다 말았다고 스스로 불쌍하다니 국회가 불쌍한사람 건져주는 곳이냐, 저희는 먼저달리고 뒤늦게 뛰었다고하나 3년전부터 지역구를 뛰고다닌 것을 다 알고있다""고 공박.",0
628,"그거야 저희 두령님이 하신 거지요""""",1
629,"이삿짐센터의 난립경쟁 때문인지, 저희끼리 덧붙이기까지한다.",0
630,"비단 이 경우만이 아니라TV에서도 ""저희 나라""란말이 심심치않게 쓰이는 것을 볼수 있다.",1
631,"시청자들 눈에는 저희들생활이 호화롭게 비치지만, 70%이상은 최저생계비에도 미치지 못하는 출연료를 받고있다는 사실을 알아주셨으면 합니다.""",1
632,"동생 재섭씨는""누님 혼자만 두고 저희들이 내려와서 정말죄송합니다""라며 누님의 얼굴에서 흐르는 눈물을 손수건으로 닦아주기도했다.",1
633,그러나 일단 관아를 점거하고 저희 세상이되자 사람들은 이진사댁 머슴이었던 짜귀를 그들의 대표자로 내세웠다.,0
634,일본에서 13대째 도자기 가업을 이어온 한 집안의 부인이 저희 부부를 점심에 초대했어요.,1
635,"한편 배 의원은 문 대통령 인터뷰 관련 ""저희도 굉장히 관심을 갖고 지켜봤다""라고 했다.",1
636,"같은 공간, 다른 시간 저희는 같은 아파트 절친 3인방입니다.",1
637,"안 캠프 박선숙 본부장은 22일 ""국민이 단일화 과정을 만들어주면 그 과정에서 반드시 이길 수 있는 후보가 선출돼야 한다. 저희는 반드시 승리할 것""이라고 말했다.",1
638,저희는 더이상 갈 데가 없어요.,1
639,저희 모두 무척 놀랐고 옛 동료를 다시 만난 것처럼 기뻤죠.,1
640,저희는 달라요.,1
641,"이들은 ""시위를 하는 저희를 보고 한 지나가던 분이 ""북송 문제는 탈북자만의 문제가 아니다. 우리 모두의 문제다’라고 말씀해주셨을 때 가장 힘이 났다""며 ""원래는 한 달 기한으로 시위를 시작했지만 좀 더 많은 분이 그렇게 말씀해 주실 때까지 시위를 계속할 생각""이라고 말했다.",1
642,"저희 게스트하우스에 묵던 한 젊은 중국인 손님이 밤늦게 길을 잃었는데, 택시 노조 파업일이라 택시를 찾을 수 없어 헤맸다고 합니다.",1
643,"윗사람이나 남에게 겸양의 표현으로 ""저희’라는 말을 쓴다.",1
644,"저도 신문에서 ""다시 빛과 소금으로’ 시리즈 봤습니다. 큰 교회에서 큰일들 많이 하시는데, 글쎄, 저희처럼 내세울 거 없는 사람들도 기삿거리가 되나요?"" 이 목사의 얼굴이 섬사람들처럼 붉어졌다.",1
645,저희 부부는 지금 우리의 꿈을 향해서 함께 가고 있습니다.,1
646,"이들은 ""어제(25일) 피의자가 저희 측 변호사를 통해 사과 의사를 전해왔다""며 ""피소된 지 네 달이 지난 시점에서 변호사를 통해 전해오는 사과 의사는 그 진정성을 의심할 수밖에 없다""고 지적했다.",0
647,저희만의 노하우라면 저녁에는 가로등 아래가 좋죠.,1
648,"볼리비아 주민들 춤추며…""저희는 한국을 믿습니다""",1
649,"""저희들도 어린이재활병원에 힘 보탤게요"" 고사리손들이 모은 성금 80만원 김포 늘품자연유치원 130명 가수 션 직접 방문 전달 받아 경기 김포시의 늘품자연유치원 어린이들이 푸르메어린이재활병원 건립을 위한 ""만 원의 기적’ 캠페인에 동참했다.",1
650,"라이벌 관계도 중요하지만 저희가 가장 먼저 해야 할 일은 ""기다려온 팬들에게 믿음을 주는 것’이라고 생각해요. 시크릿이 열심히 준비해왔음을 보여드리는 거죠. 이게 가능하다면 멋진 경쟁으로 이어지지 않을까요?""(전효성) 1년 만에 컴백한 시크릿의 각오는 비장하다. """,1
651,"그래서 저희 반 애들이 ""하지 마라’라고 얘기하고 성운이를 데려왔어요!"" 자랑스럽고 뿌듯한 표정으로 승전보를 전하는 그 아이는 이제 방관자가 아니라 당당한 방어자의 모습이었다.",1
652,"저희 두 사람을 이렇게 파견하신 어르신네 정곡을 짐작하실 수 도 있으실법한 노릇이 아닙니까.""",1
653,저희가 쓰고있는 교과서가 표지는 약하고 전체 두께는 두꺼워 여간 불편한 것이아닙니다.,1
654,"김 목사는 주여, 저희들을 구하소서.",1
655,대학의 진정한 면학분위기가 제도의 강요로 이룩될 수 있느냐에 대해 저희들은 회의적입니다.,1
656,저희가 약싹빠르고 성급하게 하루를 살지 말고 우직하게 이날을 보낼 수 있도로 인도하여 주시옵소서,1
657,"화재가 난 시점에 저희 전산실에 공급되는 전력이 끊기며 서버의 상당수가 차단이 됐다""며 ""불이 확산되는 것을 막기 위해 물을 뿌렸다는 결정을 소방서에서 했다는데 통제권이 소방서에 있기 때문에 그 결정은 맞다고 생각한다""고 말했다.",1
658,저희들끼리 수군거렸다.,0
659,저희는 어찌할 바를모르겠읍니다.,1
660,우리는 물심양면으로 저희 넝마주이들을 도와주시는 경찰관 한 분을 소개하겠읍니다.,1
661,"이를테면""실:(사)패，/실패(실패)，쇠:(우)뿔/쇠(철)뿔，새:(조)집/새(신)집，밤:(율)/밤(야)，열:명 (십명)/열명(열명)，보:고(보고)/보고(견)，눈:(설)/눈(목)，그:리고(화)/그리고(and)，저:의 (저의)/저희‥‥""처럼(이것들을 혼동하면 사투리가 된다)，그런데 19세기(1832년)부터 오늘에 이르기까지 서양각국사람과 일본사람이 안출한 우리말 로마자표기법이 30여 가지나 있고，우리 한국인 자신이 고안한 것도 문교부안을 비롯해서 서너가지 되지만，이 서른 대여섯가지 중에서 우리말 모음의 장단을 반영하고 있는 것은 단 한 가지밖에 없다.",2
662,"저희 승무원들은 오늘처럼""기쁜손님들""을 맞아본적이 없읍니다.",1
663,"저희집으로 달아난줄알았던""야옹이""는 생쥐 몇 마리가 제 저녁그릇에입질하는 것도 모른채 따뜻한 아궁이곁에서 잠들어 있는 것이었다.",0
664,"요즘 저희팀 좋습니다""",1
665,그러나 저희들이 볼 때는 그보다 훨씬 많은 숫자가 서식할 거로 생각딉니다.,1
666,"""저희 전화국""이라 해야자연스럽고 부드러운것을 ""당국""이라고 표현, 혼동을 주고 있는 것이다.",1
667,저희는 나름대로 출판사로 항의를 했는데 출판사쪽에선 요즘 신학기라 눈코뜰새없이 바쁘고 해서 임시직원을 채용했는데 아마도 그들의 실수인것 같다고하며 구교재를 쓰는 학교구내서점으로 출고할 책들이 잘못해서 명지서림까지 간 것 같다고 사과를 했읍니다.,1
668,"이성희 회장은 ""농업인들과 국민 여러분들께서 그간 저희 농협에 보내주신 변함없는 사랑과 신뢰에 힘입어 세계 무대에서도 역할과 위상을 인정받게 됐다""며 ""지난 60년 간 성장을 거듭하며 세계 10위권의 글로벌 협동조합으로 성장한 한국농협의 경험과 비전을 전세계 협동조합들과 공유하고, 지속가능한 농업·농촌 발전을 이루어 가기 위해 최선을 다하겠다""고 말했다.",1
669,"손흥민 ""저희가 가진 것을 며칠 잘 준비해서 또 최선을 다해 좋은 경기 보여드릴 수 있으면 좋겠다""며 ""벤투 감독님의 마지막 경기를 벤치에서 같이 할 수 있어서 너무 감사드린다""고 했다.",1
670,"""고아인 그이가 다방주방장을 하던 79년 7월15일 저희는 만났읍니다.",1
671,"저희 상품 포트폴리오부터 한 번 보시죠.""(양천석 사조씨푸드 유통팀 차장)",1
672,"세르뉘시 이어 퐁피두센터 직접 기획, 유족에 작품 17점 기증받아 전시회 ""이응노 선생님은 붓을 든 저희들의 손을 잡고 ""콤사(Comme ¤a·이렇게)’라면서 친절하게 그림을 가르쳐줬어요. 고국 걱정을 많이 하더니 이런 그림도 그리셨군요."" 20일(현지 시간) 프랑스 파리 퐁피두센터(프랑스국립현대미술관) 5층 전시실.",1
